Transaction,datetime,Item,beverage,other,kids,snacks,bread,breakfast_pastry,breakfast,dessert,condiments,lunch,other_food,hour,weekday_Monday,weekday_Saturday,weekday_Sunday,weekday_Thursday,weekday_Tuesday,weekday_Wednesday
4957,2017-01-20 09:35:23,Cake,0,0,0,0,0,0,0,1,0,0,0,9,False,False,False,False,False,False
4958,2017-01-20 09:37:07,PastryBread,0,0,0,0,1,1,0,0,0,0,0,9,False,False,False,False,False,False
4959,2017-01-20 09:38:51,Coffee,1,0,0,0,0,0,0,0,0,0,0,9,False,False,False,False,False,False
4960,2017-01-20 09:41:06,Bread,0,0,0,0,1,0,0,0,0,0,0,9,False,False,False,False,False,False
4961,2017-01-20 09:52:14,Farm House,0,0,0,0,0,0,0,0,0,0,1,9,False,False,False,False,False,False
4962,2017-01-20 09:56:21,CoffeeCoffeeCoffeeToastCookies,3,0,0,0,1,0,0,1,0,0,0,9,False,False,False,False,False,False
4963,2017-01-20 10:04:36,PastryCoffeeCoffee,2,0,0,0,0,1,0,0,0,0,0,10,False,False,False,False,False,False
4964,2017-01-20 10:29:35,Coffee,1,0,0,0,0,0,0,0,0,0,0,10,False,False,False,False,False,False
4965,2017-01-20 10:32:32,BreadNONE,0,1,0,0,1,0,0,0,0,0,0,10,False,False,False,False,False,False
4966,2017-01-20 10:46:10,BreadTeaGranola,1,0,0,0,1,0,1,0,0,0,0,10,False,False,False,False,False,False
4967,2017-01-20 10:54:10,BreadTeaNONESconeSandwich,1,1,0,0,1,1,0,0,0,1,0,10,False,False,False,False,False,False
4968,2017-01-20 11:06:25,CoffeeCoffeePastry,2,0,0,0,0,1,0,0,0,0,0,11,False,False,False,False,False,False
4969,2017-01-20 11:10:22,PastryPastryCoffeeCoffeeBread,2,0,0,0,1,2,0,0,0,0,0,11,False,False,False,False,False,False
4971,2017-01-20 11:32:24,Bread,0,0,0,0,1,0,0,0,0,0,0,11,False,False,False,False,False,False
4972,2017-01-20 11:40:17,Bread,0,0,0,0,1,0,0,0,0,0,0,11,False,False,False,False,False,False
4973,2017-01-20 11:42:39,MuffinMuffin,0,0,0,0,0,2,0,0,0,0,0,11,False,False,False,False,False,False
4974,2017-01-20 12:01:07,Farm House,0,0,0,0,0,0,0,0,0,0,1,12,False,False,False,False,False,False
4975,2017-01-20 12:03:53,CoffeeTeaScone,2,0,0,0,0,1,0,0,0,0,0,12,False,False,False,False,False,False
4976,2017-01-20 12:11:10,CoffeeCoffee,2,0,0,0,0,0,0,0,0,0,0,12,False,False,False,False,False,False
4977,2017-01-20 12:14:22,Bread,0,0,0,0,1,0,0,0,0,0,0,12,False,False,False,False,False,False
4978,2017-01-20 12:20:10,Bread,0,0,0,0,1,0,0,0,0,0,0,12,False,False,False,False,False,False
4979,2017-01-20 12:21:22,CoffeeScone,1,0,0,0,0,1,0,0,0,0,0,12,False,False,False,False,False,False
4980,2017-01-20 12:30:11,Bread,0,0,0,0,1,0,0,0,0,0,0,12,False,False,False,False,False,False
4981,2017-01-20 12:30:47,Chicken Stew,0,0,0,0,0,0,0,0,0,1,0,12,False,False,False,False,False,False
4982,2017-01-20 12:38:14,TeaTeaCoffee,3,0,0,0,0,0,0,0,0,0,0,12,False,False,False,False,False,False
4983,2017-01-20 12:46:13,CoffeeTeaScone,2,0,0,0,0,1,0,0,0,0,0,12,False,False,False,False,False,False
4984,2017-01-20 12:50:02,CakePastryFarm HouseScandinavian,0,0,0,0,1,1,0,1,0,0,1,12,False,False,False,False,False,False
4985,2017-01-20 13:01:00,SmoothiesMuffin,1,0,0,0,0,1,0,0,0,0,0,13,False,False,False,False,False,False
4986,2017-01-20 13:11:42,CoffeeTeaSandwichSalad,2,0,0,0,0,0,0,0,0,2,0,13,False,False,False,False,False,False
4987,2017-01-20 13:12:57,SandwichTruffles,0,0,0,0,0,0,0,1,0,1,0,13,False,False,False,False,False,False
4988,2017-01-20 13:16:06,CoffeeSandwich,1,0,0,0,0,0,0,0,0,1,0,13,False,False,False,False,False,False
4989,2017-01-20 13:17:18,BreadCoffee,1,0,0,0,1,0,0,0,0,0,0,13,False,False,False,False,False,False
4990,2017-01-20 13:24:06,Chicken Stew,0,0,0,0,0,0,0,0,0,1,0,13,False,False,False,False,False,False
4991,2017-01-20 13:47:53,BreadCoffeeBread,1,0,0,0,2,0,0,0,0,0,0,13,False,False,False,False,False,False
4992,2017-01-20 13:52:15,Coffee,1,0,0,0,0,0,0,0,0,0,0,13,False,False,False,False,False,False
4993,2017-01-20 13:59:01,CoffeeSandwich,1,0,0,0,0,0,0,0,0,1,0,13,False,False,False,False,False,False
4994,2017-01-20 14:02:05,Hot chocolate,1,0,0,0,0,0,0,0,0,0,0,14,False,False,False,False,False,False
4995,2017-01-20 14:15:54,Medialuna,0,0,0,0,0,1,0,0,0,0,0,14,False,False,False,False,False,False
4996,2017-01-20 14:16:32,Hot chocolate,1,0,0,0,0,0,0,0,0,0,0,14,False,False,False,False,False,False
4997,2017-01-20 14:25:12,Coffee,1,0,0,0,0,0,0,0,0,0,0,14,False,False,False,False,False,False
4998,2017-01-20 14:33:01,Cake,0,0,0,0,0,0,0,1,0,0,0,14,False,False,False,False,False,False
4999,2017-01-20 14:37:52,CoffeeAlfajores,1,0,0,0,0,0,0,1,0,0,0,14,False,False,False,False,False,False
5000,2017-01-20 14:38:16,BreadCoffee,1,0,0,0,1,0,0,0,0,0,0,14,False,False,False,False,False,False
5001,2017-01-20 14:40:30,Bread,0,0,0,0,1,0,0,0,0,0,0,14,False,False,False,False,False,False
5002,2017-01-20 14:47:41,BreadMuffin,0,0,0,0,1,1,0,0,0,0,0,14,False,False,False,False,False,False
5003,2017-01-20 15:10:34,CoffeeBread,1,0,0,0,1,0,0,0,0,0,0,15,False,False,False,False,False,False
5004,2017-01-20 15:24:30,CoffeeCoffeeCake,2,0,0,0,0,0,0,1,0,0,0,15,False,False,False,False,False,False
5005,2017-01-20 15:25:47,BreadMuffin,0,0,0,0,1,1,0,0,0,0,0,15,False,False,False,False,False,False
5006,2017-01-20 15:32:39,TeaTiffin,1,0,0,0,0,0,0,0,0,0,1,15,False,False,False,False,False,False
5007,2017-01-20 15:36:48,Coffee,1,0,0,0,0,0,0,0,0,0,0,15,False,False,False,False,False,False
5008,2017-01-20 15:53:32,BreadSandwichTea,1,0,0,0,1,0,0,0,0,1,0,15,False,False,False,False,False,False
5009,2017-01-20 15:59:15,CoffeePastry,1,0,0,0,0,1,0,0,0,0,0,15,False,False,False,False,False,False
5010,2017-01-20 16:01:59,Scandinavian,0,0,0,0,1,0,0,0,0,0,0,16,False,False,False,False,False,False
5011,2017-01-20 16:03:19,MedialunaVegan mincepieJuiceTea,2,0,0,0,0,1,0,0,0,0,1,16,False,False,False,False,False,False
5012,2017-01-20 16:08:00,CoffeeScone,1,0,0,0,0,1,0,0,0,0,0,16,False,False,False,False,False,False
5013,2017-01-20 16:35:01,TeaBrownieRaspberry shortbread sandwich,1,0,0,0,0,0,0,2,0,0,0,16,False,False,False,False,False,False
5014,2017-01-20 16:38:59,TeaSandwich,1,0,0,0,0,0,0,0,0,1,0,16,False,False,False,False,False,False
5015,2017-01-20 16:48:00,CoffeeCookies,1,0,0,0,0,0,0,1,0,0,0,16,False,False,False,False,False,False
5016,2017-01-20 16:53:40,Cookies,0,0,0,0,0,0,0,1,0,0,0,16,False,False,False,False,False,False
5017,2017-01-20 16:54:42,Farm House,0,0,0,0,0,0,0,0,0,0,1,16,False,False,False,False,False,False
5018,2017-01-20 17:14:21,Bread,0,0,0,0,1,0,0,0,0,0,0,17,False,False,False,False,False,False
5019,2017-01-21 08:54:06,Bread,0,0,0,0,1,0,0,0,0,0,0,8,False,True,False,False,False,False
5020,2017-01-21 08:56:25,CoffeeMedialuna,1,0,0,0,0,1,0,0,0,0,0,8,False,True,False,False,False,False
5021,2017-01-21 08:58:47,CoffeePastry,1,0,0,0,0,1,0,0,0,0,0,8,False,True,False,False,False,False
5022,2017-01-21 09:13:38,CoffeeMedialunaPastry,1,0,0,0,0,2,0,0,0,0,0,9,False,True,False,False,False,False
5023,2017-01-21 09:15:30,CoffeeNONE,1,1,0,0,0,0,0,0,0,0,0,9,False,True,False,False,False,False
5024,2017-01-21 09:19:34,Cake,0,0,0,0,0,0,0,1,0,0,0,9,False,True,False,False,False,False
5025,2017-01-21 09:21:54,Medialuna,0,0,0,0,0,1,0,0,0,0,0,9,False,True,False,False,False,False
5026,2017-01-21 09:22:06,Coffee,1,0,0,0,0,0,0,0,0,0,0,9,False,True,False,False,False,False
5027,2017-01-21 09:45:37,Farm House,0,0,0,0,0,0,0,0,0,0,1,9,False,True,False,False,False,False
5028,2017-01-21 09:46:51,BreadBrownie,0,0,0,0,1,0,0,1,0,0,0,9,False,True,False,False,False,False
5029,2017-01-21 09:51:20,BrownieCoffee,1,0,0,0,0,0,0,1,0,0,0,9,False,True,False,False,False,False
5030,2017-01-21 09:57:39,ScandinavianBreadAlfajores,0,0,0,0,2,0,0,1,0,0,0,9,False,True,False,False,False,False
5031,2017-01-21 09:59:54,Bread,0,0,0,0,1,0,0,0,0,0,0,9,False,True,False,False,False,False
5032,2017-01-21 10:14:13,MedialunaBread,0,0,0,0,1,1,0,0,0,0,0,10,False,True,False,False,False,False
5033,2017-01-21 10:15:30,BreadPastry,0,0,0,0,1,1,0,0,0,0,0,10,False,True,False,False,False,False
5034,2017-01-21 10:21:09,Coffee,1,0,0,0,0,0,0,0,0,0,0,10,False,True,False,False,False,False
5035,2017-01-21 10:28:31,SconeTeaJuiceMedialuna,2,0,0,0,0,2,0,0,0,0,0,10,False,True,False,False,False,False
5036,2017-01-21 10:30:41,TiffinCoffee,1,0,0,0,0,0,0,0,0,0,1,10,False,True,False,False,False,False
5037,2017-01-21 10:38:01,CoffeeCake,1,0,0,0,0,0,0,1,0,0,0,10,False,True,False,False,False,False
5038,2017-01-21 10:42:13,BreadScone,0,0,0,0,1,1,0,0,0,0,0,10,False,True,False,False,False,False
5039,2017-01-21 10:56:31,MedialunaCoffee,1,0,0,0,0,1,0,0,0,0,0,10,False,True,False,False,False,False
5040,2017-01-21 10:57:40,Coffee,1,0,0,0,0,0,0,0,0,0,0,10,False,True,False,False,False,False
5041,2017-01-21 10:59:24,Spanish BrunchTeaAlfajores,1,0,0,0,0,0,0,1,0,0,1,10,False,True,False,False,False,False
5042,2017-01-21 11:09:24,Cake,0,0,0,0,0,0,0,1,0,0,0,11,False,True,False,False,False,False
5043,2017-01-21 11:11:50,CoffeeCoffeeToastTiffin,2,0,0,0,1,0,0,0,0,0,1,11,False,True,False,False,False,False
5044,2017-01-21 11:13:09,Brownie,0,0,0,0,0,0,0,1,0,0,0,11,False,True,False,False,False,False
5045,2017-01-21 11:16:02,Pastry,0,0,0,0,0,1,0,0,0,0,0,11,False,True,False,False,False,False
5046,2017-01-21 11:19:06,Afternoon with the baker,0,1,0,0,0,0,0,0,0,0,0,11,False,True,False,False,False,False
5047,2017-01-21 11:32:15,Farm House,0,0,0,0,0,0,0,0,0,0,1,11,False,True,False,False,False,False
5048,2017-01-21 11:35:35,CoffeeCoffeeCokeJuiceCake,4,0,0,0,0,0,0,1,0,0,0,11,False,True,False,False,False,False
5049,2017-01-21 11:37:19,NONEBreadTiffinCookies,0,1,0,0,1,0,0,1,0,0,1,11,False,True,False,False,False,False
5050,2017-01-21 11:38:30,SconeCakeCoffee,1,0,0,0,0,1,0,1,0,0,0,11,False,True,False,False,False,False
5051,2017-01-21 11:41:03,Coffee,1,0,0,0,0,0,0,0,0,0,0,11,False,True,False,False,False,False
5052,2017-01-21 11:42:20,CoffeeCoffeeAlfajoresTiffinBrownieBread,2,0,0,0,1,0,0,2,0,0,1,11,False,True,False,False,False,False
5054,2017-01-21 11:43:56,CoffeeMedialunaCake,1,0,0,0,0,1,0,1,0,0,0,11,False,True,False,False,False,False
5055,2017-01-21 11:44:43,GranolaCoffee,1,0,0,0,0,0,1,0,0,0,0,11,False,True,False,False,False,False
5056,2017-01-21 11:49:22,CakeHot chocolate,1,0,0,0,0,0,0,1,0,0,0,11,False,True,False,False,False,False
5057,2017-01-21 11:52:17,TeaSconeTiffin,1,0,0,0,0,1,0,0,0,0,1,11,False,True,False,False,False,False
5058,2017-01-21 11:56:56,Bread,0,0,0,0,1,0,0,0,0,0,0,11,False,True,False,False,False,False
5059,2017-01-21 12:02:12,TeaNONE,1,1,0,0,0,0,0,0,0,0,0,12,False,True,False,False,False,False
5060,2017-01-21 12:04:31,CoffeeBread,1,0,0,0,1,0,0,0,0,0,0,12,False,True,False,False,False,False
5061,2017-01-21 12:10:39,CoffeeCoffeeJuiceCakeSconeNONEToast,3,1,0,0,1,1,0,1,0,0,0,12,False,True,False,False,False,False
5062,2017-01-21 12:12:57,Jammie DodgersSconeNONETiffinBreadHot chocolateTeaCoffee,3,1,0,0,1,1,0,0,0,0,2,12,False,True,False,False,False,False
5063,2017-01-21 12:18:55,Scandinavian,0,0,0,0,1,0,0,0,0,0,0,12,False,True,False,False,False,False
5064,2017-01-21 12:32:49,Afternoon with the baker,0,1,0,0,0,0,0,0,0,0,0,12,False,True,False,False,False,False
5065,2017-01-21 12:33:34,Bread,0,0,0,0,1,0,0,0,0,0,0,12,False,True,False,False,False,False
5066,2017-01-21 12:34:13,Cookies,0,0,0,0,0,0,0,1,0,0,0,12,False,True,False,False,False,False
5067,2017-01-21 12:34:58,Bread,0,0,0,0,1,0,0,0,0,0,0,12,False,True,False,False,False,False
5068,2017-01-21 12:38:43,Bread,0,0,0,0,1,0,0,0,0,0,0,12,False,True,False,False,False,False
5069,2017-01-21 12:42:04,Spanish BrunchNONECoffee,1,1,0,0,0,0,0,0,0,0,1,12,False,True,False,False,False,False
5070,2017-01-21 12:43:21,Scandinavian,0,0,0,0,1,0,0,0,0,0,0,12,False,True,False,False,False,False
5071,2017-01-21 12:45:42,Scandinavian,0,0,0,0,1,0,0,0,0,0,0,12,False,True,False,False,False,False
5072,2017-01-21 12:48:53,BrownieScone,0,0,0,0,0,1,0,1,0,0,0,12,False,True,False,False,False,False
5073,2017-01-21 12:54:23,Jammie DodgersCake,0,0,0,0,0,0,0,1,0,0,1,12,False,True,False,False,False,False
5074,2017-01-21 12:59:10,NONE,0,1,0,0,0,0,0,0,0,0,0,12,False,True,False,False,False,False
5075,2017-01-21 13:03:41,Sandwich,0,0,0,0,0,0,0,0,0,1,0,13,False,True,False,False,False,False
5076,2017-01-21 13:05:08,Hot chocolate,1,0,0,0,0,0,0,0,0,0,0,13,False,True,False,False,False,False
5077,2017-01-21 13:07:57,CoffeeCoffee,2,0,0,0,0,0,0,0,0,0,0,13,False,True,False,False,False,False
5078,2017-01-21 13:19:18,CoffeeTea,2,0,0,0,0,0,0,0,0,0,0,13,False,True,False,False,False,False
5079,2017-01-21 13:51:53,SandwichCakeSmoothiesBreadNONE,1,1,0,0,1,0,0,1,0,1,0,13,False,True,False,False,False,False
5080,2017-01-21 13:58:18,Spanish BrunchSandwichCoffeeTruffles,1,0,0,0,0,0,0,1,0,1,1,13,False,True,False,False,False,False
5081,2017-01-21 14:01:32,Cookies,0,0,0,0,0,0,0,1,0,0,0,14,False,True,False,False,False,False
5082,2017-01-21 14:06:03,SandwichToastTeaFudge,1,0,0,0,1,0,0,1,0,1,0,14,False,True,False,False,False,False
5083,2017-01-21 14:06:56,CoffeeJammie Dodgers,1,0,0,0,0,0,0,0,0,0,1,14,False,True,False,False,False,False
5084,2017-01-21 14:07:24,CakeJammie Dodgers,0,0,0,0,0,0,0,1,0,0,1,14,False,True,False,False,False,False
5085,2017-01-21 14:08:38,NONE,0,1,0,0,0,0,0,0,0,0,0,14,False,True,False,False,False,False
5086,2017-01-21 14:10:41,FrittataBread,0,0,0,0,1,0,1,0,0,0,0,14,False,True,False,False,False,False
5087,2017-01-21 14:30:51,Coffee,1,0,0,0,0,0,0,0,0,0,0,14,False,True,False,False,False,False
5088,2017-01-21 14:35:44,Afternoon with the baker,0,1,0,0,0,0,0,0,0,0,0,14,False,True,False,False,False,False
5089,2017-01-21 14:37:19,Raspberry shortbread sandwichBreadCoffee,1,0,0,0,1,0,0,1,0,0,0,14,False,True,False,False,False,False
5090,2017-01-21 14:39:52,SandwichNONEExtra Salami or FetaTeaBreadCake,1,1,0,0,1,0,0,1,1,1,0,14,False,True,False,False,False,False
5092,2017-01-21 14:42:25,TeaNONEDuck egg,1,1,0,0,0,0,1,0,0,0,0,14,False,True,False,False,False,False
5093,2017-01-21 14:56:19,Scandinavian,0,0,0,0,1,0,0,0,0,0,0,14,False,True,False,False,False,False
5094,2017-01-21 14:59:34,CoffeeHot chocolateBrownie,2,0,0,0,0,0,0,1,0,0,0,14,False,True,False,False,False,False
5095,2017-01-21 15:02:44,Spanish BrunchBread,0,0,0,0,1,0,0,0,0,0,1,15,False,True,False,False,False,False
5096,2017-01-21 15:11:10,BreadCoffee,1,0,0,0,1,0,0,0,0,0,0,15,False,True,False,False,False,False
5097,2017-01-21 15:13:26,Jam,0,0,0,0,0,0,0,0,1,0,0,15,False,True,False,False,False,False
5098,2017-01-21 15:23:33,CoffeeFrittataScone,1,0,0,0,0,1,1,0,0,0,0,15,False,True,False,False,False,False
5099,2017-01-21 15:25:19,CoffeeCoffeeCakeBread,2,0,0,0,1,0,0,1,0,0,0,15,False,True,False,False,False,False
5100,2017-01-21 15:26:25,CoffeeHot chocolateCakeBrownieNONEExtra Salami or Feta,2,1,0,0,0,0,0,2,1,0,0,15,False,True,False,False,False,False
5101,2017-01-21 15:37:34,Fudge,0,0,0,0,0,0,0,1,0,0,0,15,False,True,False,False,False,False
5102,2017-01-21 15:39:58,Coffee,1,0,0,0,0,0,0,0,0,0,0,15,False,True,False,False,False,False
5103,2017-01-21 15:41:52,Hot chocolateBreadScone,1,0,0,0,1,1,0,0,0,0,0,15,False,True,False,False,False,False
5104,2017-01-21 15:49:35,Cake,0,0,0,0,0,0,0,1,0,0,0,15,False,True,False,False,False,False
5105,2017-01-21 15:53:29,BreadBreadFrittata,0,0,0,0,2,0,1,0,0,0,0,15,False,True,False,False,False,False
5106,2017-01-21 15:55:02,CoffeeBread,1,0,0,0,1,0,0,0,0,0,0,15,False,True,False,False,False,False
5107,2017-01-21 16:00:20,Brownie,0,0,0,0,0,0,0,1,0,0,0,16,False,True,False,False,False,False
5108,2017-01-21 16:06:43,CakeMuffin,0,0,0,0,0,1,0,1,0,0,0,16,False,True,False,False,False,False
5109,2017-01-21 16:07:07,Cake,0,0,0,0,0,0,0,1,0,0,0,16,False,True,False,False,False,False
5110,2017-01-21 16:07:57,Hot chocolateCoffee,2,0,0,0,0,0,0,0,0,0,0,16,False,True,False,False,False,False
5111,2017-01-21 16:13:18,TeaFrittata,1,0,0,0,0,0,1,0,0,0,0,16,False,True,False,False,False,False
5112,2017-01-21 16:38:29,Coffee,1,0,0,0,0,0,0,0,0,0,0,16,False,True,False,False,False,False
5113,2017-01-21 16:41:57,TeaHot chocolateJuiceCookies,3,0,0,0,0,0,0,1,0,0,0,16,False,True,False,False,False,False
5114,2017-01-21 16:45:46,CakeBreadHot chocolate,1,0,0,0,1,0,0,1,0,0,0,16,False,True,False,False,False,False
5115,2017-01-22 09:16:09,Bread,0,0,0,0,1,0,0,0,0,0,0,9,False,False,True,False,False,False
5116,2017-01-22 09:24:34,SconeCookiesCoffeeJuice,2,0,0,0,0,1,0,1,0,0,0,9,False,False,True,False,False,False
5117,2017-01-22 09:36:25,CoffeeCoffeeBrownieScone,2,0,0,0,0,1,0,1,0,0,0,9,False,False,True,False,False,False
5118,2017-01-22 09:39:38,Coffee,1,0,0,0,0,0,0,0,0,0,0,9,False,False,True,False,False,False
5119,2017-01-22 09:49:34,TeaRaspberry shortbread sandwich,1,0,0,0,0,0,0,1,0,0,0,9,False,False,True,False,False,False
5120,2017-01-22 09:55:12,Afternoon with the baker,0,1,0,0,0,0,0,0,0,0,0,9,False,False,True,False,False,False
5121,2017-01-22 09:57:56,Hot chocolateCoffeeTeaAlfajoresPastryTiffin,3,0,0,0,0,1,0,1,0,0,1,9,False,False,True,False,False,False
5122,2017-01-22 10:02:30,CoffeeMedialuna,1,0,0,0,0,1,0,0,0,0,0,10,False,False,True,False,False,False
5123,2017-01-22 10:04:57,ToastCoffee,1,0,0,0,1,0,0,0,0,0,0,10,False,False,True,False,False,False
5124,2017-01-22 10:05:50,Coffee,1,0,0,0,0,0,0,0,0,0,0,10,False,False,True,False,False,False
5125,2017-01-22 10:11:11,CoffeeCoffeeToast,2,0,0,0,1,0,0,0,0,0,0,10,False,False,True,False,False,False
5126,2017-01-22 10:12:21,Coffee,1,0,0,0,0,0,0,0,0,0,0,10,False,False,True,False,False,False
5127,2017-01-22 10:14:33,BreadCoffeeBread,1,0,0,0,2,0,0,0,0,0,0,10,False,False,True,False,False,False
5128,2017-01-22 10:15:31,BreadEggs,0,0,0,0,1,0,1,0,0,0,0,10,False,False,True,False,False,False
5129,2017-01-22 10:33:02,Bread,0,0,0,0,1,0,0,0,0,0,0,10,False,False,True,False,False,False
5130,2017-01-22 10:50:37,BreadBreadCoffeeSconeFrittata,1,0,0,0,2,1,1,0,0,0,0,10,False,False,True,False,False,False
5131,2017-01-22 10:50:57,Medialuna,0,0,0,0,0,1,0,0,0,0,0,10,False,False,True,False,False,False
5132,2017-01-22 10:51:49,Bread,0,0,0,0,1,0,0,0,0,0,0,10,False,False,True,False,False,False
5133,2017-01-22 10:53:59,CoffeeBreadBread,1,0,0,0,2,0,0,0,0,0,0,10,False,False,True,False,False,False
5134,2017-01-22 10:55:02,CoffeeCoffeeToastNONE,2,1,0,0,1,0,0,0,0,0,0,10,False,False,True,False,False,False
5135,2017-01-22 11:05:15,Medialuna,0,0,0,0,0,1,0,0,0,0,0,11,False,False,True,False,False,False
5136,2017-01-22 11:14:07,Scone,0,0,0,0,0,1,0,0,0,0,0,11,False,False,True,False,False,False
5137,2017-01-22 11:18:42,TeaCoffeeToastBread,2,0,0,0,2,0,0,0,0,0,0,11,False,False,True,False,False,False
5138,2017-01-22 11:23:59,BreadAlfajores,0,0,0,0,1,0,0,1,0,0,0,11,False,False,True,False,False,False
5139,2017-01-22 11:27:35,CoffeeNONECake,1,1,0,0,0,0,0,1,0,0,0,11,False,False,True,False,False,False
5140,2017-01-22 11:35:39,CoffeeCakeBread,1,0,0,0,1,0,0,1,0,0,0,11,False,False,True,False,False,False
5141,2017-01-22 11:37:07,BreadCoffeeTea,2,0,0,0,1,0,0,0,0,0,0,11,False,False,True,False,False,False
5142,2017-01-22 11:39:21,Hot chocolateCakeBread,1,0,0,0,1,0,0,1,0,0,0,11,False,False,True,False,False,False
5143,2017-01-22 11:41:21,Tea,1,0,0,0,0,0,0,0,0,0,0,11,False,False,True,False,False,False
5144,2017-01-22 12:02:26,AlfajoresCoffee,1,0,0,0,0,0,0,1,0,0,0,12,False,False,True,False,False,False
5145,2017-01-22 12:04:02,Hot chocolateCoffee,2,0,0,0,0,0,0,0,0,0,0,12,False,False,True,False,False,False
5146,2017-01-22 12:10:06,Hot chocolateSmoothiesThe NomadBreadAfternoon with the baker,2,1,0,0,1,0,0,0,0,0,1,12,False,False,True,False,False,False
5147,2017-01-22 12:10:39,Tea,1,0,0,0,0,0,0,0,0,0,0,12,False,False,True,False,False,False
5148,2017-01-22 12:17:51,Bread,0,0,0,0,1,0,0,0,0,0,0,12,False,False,True,False,False,False
5149,2017-01-22 12:28:35,Jammie Dodgers,0,0,0,0,0,0,0,0,0,0,1,12,False,False,True,False,False,False
5150,2017-01-22 12:35:47,The NomadJuiceCoffeeCoffee,3,0,0,0,0,0,0,0,0,0,1,12,False,False,True,False,False,False
5151,2017-01-22 12:44:35,BreadSconePastryCakeBread,0,0,0,0,2,2,0,1,0,0,0,12,False,False,True,False,False,False
5152,2017-01-22 12:53:10,CoffeeSconeSandwich,1,0,0,0,0,1,0,0,0,1,0,12,False,False,True,False,False,False
5153,2017-01-22 12:55:28,CoffeeCakePastry,1,0,0,0,0,1,0,1,0,0,0,12,False,False,True,False,False,False
5154,2017-01-22 12:58:16,TeaCookiesSoup,1,0,0,0,0,0,0,1,0,1,0,12,False,False,True,False,False,False
5155,2017-01-22 13:00:21,Hot chocolateBreadCakeJammie Dodgers,1,0,0,0,1,0,0,1,0,0,1,13,False,False,True,False,False,False
5156,2017-01-22 13:00:45,Soup,0,0,0,0,0,0,0,0,0,1,0,13,False,False,True,False,False,False
5157,2017-01-22 13:01:46,Salad,0,0,0,0,0,0,0,0,0,1,0,13,False,False,True,False,False,False
5158,2017-01-22 13:08:28,PastryFrittata,0,0,0,0,0,1,1,0,0,0,0,13,False,False,True,False,False,False
5159,2017-01-22 13:12:08,Bread,0,0,0,0,1,0,0,0,0,0,0,13,False,False,True,False,False,False
5160,2017-01-22 13:20:11,AlfajoresJammie DodgersCakeTiffinCake,0,0,0,0,0,0,0,3,0,0,2,13,False,False,True,False,False,False
5161,2017-01-22 13:38:58,SoupSaladExtra Salami or FetaSandwichCoffeeCoffeeCoffee,3,0,0,0,0,0,0,0,1,3,0,13,False,False,True,False,False,False
5162,2017-01-22 13:42:37,CoffeeCoffeeAlfajores,2,0,0,0,0,0,0,1,0,0,0,13,False,False,True,False,False,False
5163,2017-01-22 14:03:14,Cake,0,0,0,0,0,0,0,1,0,0,0,14,False,False,True,False,False,False
5164,2017-01-22 14:07:08,TeaTea,2,0,0,0,0,0,0,0,0,0,0,14,False,False,True,False,False,False
5165,2017-01-22 14:13:13,SmoothiesTeaHot chocolateJammie Dodgers,3,0,0,0,0,0,0,0,0,0,1,14,False,False,True,False,False,False
5166,2017-01-22 14:15:06,CoffeeBread,1,0,0,0,1,0,0,0,0,0,0,14,False,False,True,False,False,False
5167,2017-01-22 14:37:46,ToastSoupCoffeeJuice,2,0,0,0,1,0,0,0,0,1,0,14,False,False,True,False,False,False
5168,2017-01-22 14:40:43,AlfajoresCoffeeBread,1,0,0,0,1,0,0,1,0,0,0,14,False,False,True,False,False,False
5169,2017-01-22 14:41:39,CoffeeCoffeeSpanish BrunchDuck egg,2,0,0,0,0,0,1,0,0,0,1,14,False,False,True,False,False,False
5170,2017-01-22 14:49:34,SoupCoffeeCake,1,0,0,0,0,0,0,1,0,1,0,14,False,False,True,False,False,False
5171,2017-01-22 14:50:10,Coffee,1,0,0,0,0,0,0,0,0,0,0,14,False,False,True,False,False,False
5172,2017-01-22 15:10:22,Sandwich,0,0,0,0,0,0,0,0,0,1,0,15,False,False,True,False,False,False
5173,2017-01-22 15:11:15,CoffeeCoffeeSandwichSandwich,2,0,0,0,0,0,0,0,0,2,0,15,False,False,True,False,False,False
5174,2017-01-22 15:24:56,TeaToast,1,0,0,0,1,0,0,0,0,0,0,15,False,False,True,False,False,False
5175,2017-01-22 15:26:24,Coffee,1,0,0,0,0,0,0,0,0,0,0,15,False,False,True,False,False,False
5176,2017-01-22 15:28:48,TrufflesJuiceBreadJammie DodgersCakeMedialuna,1,0,0,0,1,1,0,2,0,0,1,15,False,False,True,False,False,False
5177,2017-01-22 15:46:28,CoffeeJammie Dodgers,1,0,0,0,0,0,0,0,0,0,1,15,False,False,True,False,False,False
5178,2017-01-22 15:57:40,Bread,0,0,0,0,1,0,0,0,0,0,0,15,False,False,True,False,False,False
5179,2017-01-22 15:59:33,SmoothiesTeaBreadFudge,2,0,0,0,1,0,0,1,0,0,0,15,False,False,True,False,False,False
5180,2017-01-23 08:50:03,Bread,0,0,0,0,1,0,0,0,0,0,0,8,True,False,False,False,False,False
5181,2017-01-23 08:59:12,Bread,0,0,0,0,1,0,0,0,0,0,0,8,True,False,False,False,False,False
5182,2017-01-23 09:04:48,CoffeeCoffee,2,0,0,0,0,0,0,0,0,0,0,9,True,False,False,False,False,False
